Product_ID,Barcode,Item_Category,Item_Name,Size,Unit_Price,Customer_Age_Group,Customer_Region,Promotion,Channel,Selling_Date,Member_ID,Arrival_Date,Customer_Region_original,Customer_Age_Group_original
10000000,20000000,Cap,Classic Cap,,35,18–25,Domestic,False,Online,2024-02-14 09:30:00,10008632,2024-02-22 13:49:00,Domestic,18–25
10000000,20000001,Cap,Classic Cap,,35,26–40,Domestic,False,Team Store,2024-01-31 14:30:00,10005467,,Domestic,26–40
10000000,20000002,Cap,Classic Cap,,35,18–25,Domestic,False,Team Store,2024-04-30 18:57:00,10026081,,Domestic,18–25
10000000,20000003,Cap,Classic Cap,,35,<18,Domestic,True,Online,2024-02-01 18:25:00,10005726,2024-02-09 12:35:00,Domestic,<18
10000000,20000004,Cap,Classic Cap,,35,<18,International,False,Team Store,2024-11-24 14:07:00,10042598,,International,<18
10000000,20000005,Cap,Classic Cap,,35,60+,Domestic,False,Team Store,2024-10-02 14:32:00,10039876,,Domestic,60+
10000000,20000006,Cap,Classic Cap,,35,26-40,Domestic,True,Online,2024-02-01 05:03:00,10005606,2024-02-08 18:35:00,Domestic,18–25
10000000,20000007,Cap,Classic Cap,,35,18–25,Domestic,True,Online,2024-12-07 06:05:00,10043254,2024-12-14 08:20:00,Domestic,18–25
10000001,20000008,Cap,Retro Cap,,35,18–25,Domestic,True,Online,2024-06-12 07:53:00,10030317,2024-06-21 08:51:00,Domestic,18–25
10000001,20000009,Cap,Retro Cap,,35,<18,Domestic,True,Online,2024-03-27 06:22:00,10018291,2024-04-04 10:22:00,Domestic,<18
10000001,20000010,Cap,Retro Cap,,35,18-25,Domestic,False,Online,2024-01-27 21:55:00,10004625,2024-02-05 14:35:00,Domestic,18–25
10000001,20000011,Cap,Retro Cap,,35,41–60,International,True,Online,2024-11-12 11:35:00,10041996,2024-11-21 13:57:00,International,41–60
10000002,20000012,Hoodie,Team Hoodie,L,75,<18,Domestic,False,Online,2024-03-31 13:16:00,10019289,2024-04-09 13:47:00,Domestic,26–40
10000002,20000012,Hoodie,Team Hoodie,L,75,<18,Domestic,False,Online,2024-03-31 13:16:00,10019289,2024-04-09 13:47:00,Domestic,26–40
10000002,20000013,Hoodie,Team Hoodie,L,75,18-25,Domestic,False,Online,2024-02-25 14:54:00,10011257,2024-03-05 16:46:00,Domestic,<18
10000002,20000014,Hoodie,Team Hoodie,L,75,18-25,Domestic,False,Online,2024-07-10 13:05:00,10033125,2024-07-18 17:49:00,Domestic,18–25
10000002,20000015,Hoodie,Team Hoodie,L,75,26-40,Domestic,True,Online,2024-02-04 03:48:00,10006213,2024-02-14 17:35:00,Domestic,<18
10000002,20000015,Hoodie,Team Hoodie,L,75,26-40,Domestic,True,Online,2024-02-04 03:48:00,10006213,2024-02-14 17:35:00,Domestic,<18
10000002,20000016,Hoodie,Team Hoodie,L,75,26–40,Domestic,False,Team Store,2024-08-15 09:04:00,10036674,,Domestic,26–40
10000002,20000017,Hoodie,Team Hoodie,L,75,60+,Domestic,False,Online,2024-05-17 07:41:00,10027777,2024-05-24 16:39:00,Domestic,18–25
10000002,20000018,Hoodie,Team Hoodie,M,75,26-40,Domestic,True,Online,2024-07-19 22:20:00,10034120,2024-07-28 15:56:00,Domestic,26–40
10000002,20000018,Hoodie,Team Hoodie,M,75,26-40,Domestic,True,Online,2024-07-19 22:20:00,10034120,2024-07-28 15:56:00,Domestic,26–40
10000002,20000019,Hoodie,Team Hoodie,M,75,<18,Domestic,False,Online,2024-01-25 20:04:00,10004096,2024-01-31 08:21:00,Domestic,18–25
10000002,20000020,Hoodie,Team Hoodie,M,75,18-25,Domestic,True,Online,2024-12-20 11:14:00,10043872,2024-12-28 16:38:00,Domestic,18–25
10000002,20000021,Hoodie,Team Hoodie,M,75,18-25,Domestic,True,Online,2024-04-21 15:52:00,10024078,2024-04-28 11:49:00,Domestic,26–40
10000002,20000022,Hoodie,Team Hoodie,S,75,26–40,Domestic,False,Team Store,2024-03-24 09:25:00,10017614,,Domestic,26–40
10000002,20000023,Hoodie,Team Hoodie,S,75,26-40,Domestic,False,Online,2024-02-09 18:57:00,10007637,2024-02-14 18:57:00,Domestic,18–25
10000002,20000024,Hoodie,Team Hoodie,XL,75,18-25,Domestic,False,Online,2024-04-08 18:27:00,10021168,2024-04-18 13:43:00,Domestic,41–60
10000002,20000025,Hoodie,Team Hoodie,XL,75,18-25,Domestic,False,Online,2024-06-19 04:53:00,10031043,2024-06-28 09:10:00,International,41–60
10000002,20000025,Hoodie,Team Hoodie,XL,75,18-25,Domestic,False,Online,2024-06-19 04:53:00,10031043,2024-06-28 09:10:00,International,41–60
10000002,20000026,Hoodie,Team Hoodie,XL,75,41-60,Domestic,True,Online,2024-10-02 22:03:00,10039870,2024-10-10 08:06:00,International,18–25
10000002,20000026,Hoodie,Team Hoodie,XL,75,41-60,Domestic,True,Online,2024-10-02 22:03:00,10039870,2024-10-10 08:06:00,International,18–25
10000002,20000027,Hoodie,Team Hoodie,XXL,75,26-40,Domestic,False,Team Store,2024-09-29 11:36:00,10039718,,Domestic,18–25
10000003,20000028,Hoodie,Training Hoodie,L,75,60+,Domestic,True,Online,2024-05-07 15:47:00,10026837,2024-05-16 16:59:00,Domestic,26–40
10000003,20000029,Hoodie,Training Hoodie,L,75,26-40,Domestic,True,Online,2024-12-15 03:18:00,10043651,2024-12-24 11:53:00,Domestic,18–25
10000003,20000030,Hoodie,Training Hoodie,L,75,26-40,Domestic,True,Online,2024-07-13 20:32:00,10033500,2024-07-22 17:06:00,Domestic,26–40
10000003,20000030,Hoodie,Training Hoodie,L,75,26-40,Domestic,True,Online,2024-07-13 20:32:00,10033500,2024-07-22 17:06:00,Domestic,26–40
10000003,20000031,Hoodie,Training Hoodie,L,75,26-40,Domestic,False,Online,2024-04-25 13:46:00,10024983,2024-05-03 09:06:00,Domestic,26–40
10000003,20000032,Hoodie,Training Hoodie,M,75,18-25,Domestic,False,Online,2024-03-13 05:39:00,10015033,2024-03-21 16:29:00,Domestic,41–60
10000003,20000032,Hoodie,Training Hoodie,M,75,18-25,Domestic,False,Online,2024-03-13 05:39:00,10015033,2024-03-21 16:29:00,Domestic,41–60
10000003,20000033,Hoodie,Training Hoodie,M,75,26-40,Domestic,False,Online,2024-04-15 15:31:00,10022755,2024-04-23 09:27:00,Domestic,18–25
10000003,20000034,Hoodie,Training Hoodie,M,75,<18,Domestic,False,Team Store,2024-07-16 10:22:00,10033732,,Domestic,<18
10000003,20000035,Hoodie,Training Hoodie,M,75,18-25,Domestic,False,Online,2024-03-21 03:55:00,10016964,2024-03-30 11:29:00,Domestic,18–25
10000003,20000035,Hoodie,Training Hoodie,M,75,18-25,Domestic,False,Online,2024-03-21 03:55:00,10016964,2024-03-30 11:29:00,Domestic,18–25
10000003,20000036,Hoodie,Training Hoodie,S,75,41-60,International,True,Online,2024-04-20 04:46:00,10023748,2024-04-29 15:36:00,International,18–25
10000003,20000037,Hoodie,Training Hoodie,S,75,18-25,Domestic,True,Online,2024-02-18 10:42:00,10009643,2024-02-25 17:44:00,Domestic,18–25
10000003,20000038,Hoodie,Training Hoodie,S,75,<18,Domestic,True,Online,2023-12-14 09:14:00,10000660,2023-12-22 12:02:00,Domestic,41–60
10000003,20000039,Hoodie,Training Hoodie,S,75,41-60,Domestic,True,Online,2024-04-19 22:41:00,10023760,2024-04-27 16:54:00,International,<18
10000003,20000039,Hoodie,Training Hoodie,S,75,41-60,Domestic,True,Online,2024-04-19 22:41:00,10023760,2024-04-27 16:54:00,International,<18
10000003,20000040,Hoodie,Training Hoodie,XL,75,<18,Domestic,True,Online,2024-04-21 16:37:00,10024154,2024-04-29 12:52:00,Domestic,60+
10000003,20000041,Hoodie,Training Hoodie,XL,75,26-40,Domestic,False,Online,2024-08-13 22:11:00,10036511,2024-08-21 18:36:00,Domestic,18–25
10000003,20000042,Hoodie,Training Hoodie,XL,75,<18,Domestic,True,Online,2024-07-05 16:21:00,10032662,2024-07-14 16:23:00,Domestic,18–25
10000004,20000043,Jersey,Away Jersey,L,152,18-25,Domestic,True,Online,2024-09-04 19:22:00,10038492,2024-09-11 09:07:00,Domestic,26–40
10000004,20000044,Jersey,Away Jersey,L,152,18-25,Domestic,True,Online,2024-02-14 03:59:00,10008611,2024-02-23 14:53:00,Domestic,60+
10000004,20000045,Jersey,Away Jersey,L,152,18-25,Domestic,False,Team Store,2024-05-23 14:52:00,10028364,,Domestic,60+
10000004,20000046,Jersey,Away Jersey,L,152,<18,Domestic,True,Online,2024-05-10 09:09:00,10027064,2024-05-17 11:50:00,Domestic,26–40
10000004,20000047,Jersey,Away Jersey,M,152,18-25,Domestic,True,Online,2024-12-12 21:01:00,10043487,2024-12-21 10:25:00,Domestic,41–60
10000004,20000048,Jersey,Away Jersey,M,152,<18,Domestic,False,Online,2024-02-10 17:07:00,10007859,2024-02-15 15:43:00,Domestic,18–25
